Extraction RTT par séquence flux 1 ...
100 4.32 0.457
1000 4.32 4.337
1006 4.32 4.354
1011 4.32 4.370
1013 4.32 4.379
1015 4.32 4.387
1017 4.32 4.395
1020 4.32 4.412
1022 4.32 4.420
1024 4.32 4.437
1027 12.64 4.445
103 4.32 0.466
1032 4.32 4.479
1036 4.32 4.495
1038 4.32 4.504
1041 4.32 4.512
1043 4.32 4.520
1046 4.32 4.528
105 4.32 0.474
1051 4.32 4.545
1053 4.32 4.553
1058 4.32 4.570
1064 4.32 4.587
1070 4.32 4.603
1072 4.32 4.612
1074 4.32 4.620
1077 4.32 4.637
1079 4.32 4.645
1083 4.32 4.670
1085 4.32 4.678
1089 4.32 4.695
1091 4.32 4.703
1093 4.32 4.712
1096 4.32 4.720
1099 4.32 4.728
11 3.68 0.142
1101 4.32 4.736
1103 4.32 4.745
1105 4.32 4.753
111 4.32 0.491
1110 4.32 4.770
1112 4.32 4.778
1114 4.32 4.786
1119 4.32 4.803
1121 4.32 4.811
1123 4.32 4.820
1125 4.32 4.828
1127 4.32 4.836
1129 4.32 4.845
1132 4.32 4.853
1135 4.32 4.870
1137 4.32 4.878
1140 4.32 4.895
1142 4.32 4.903
1144 4.32 4.911
1146 4.32 4.920
1149 4.32 4.928
1151 4.32 4.936
1153 4.32 4.944
1155 4.32 4.953
1157 4.32 4.961
1159 4.32 4.969
1161 4.32 4.978
1163 4.32 4.986
117 4.32 0.507
123 4.32 0.524
129 4.32 0.541
131 4.32 0.549
134 4.32 0.566
136 12.64 0.574
138 12.64 0.591
140 12.64 0.607
143 4.32 0.624
147 4.32 0.640
149 4.32 0.649
152 4.32 0.657
154 4.32 0.665
157 4.32 0.674
159 4.32 0.682
165 4.32 0.699
171 4.32 0.715
177 4.32 0.732
18 4.32 0.156
183 4.32 0.749
185 4.32 0.757
187 4.32 0.765
189 4.32 0.774
191 4.32 0.782
193 4.32 0.790
195 4.32 0.799
197 4.32 0.807
199 4.32 0.815
201 4.32 0.824
203 4.32 0.832
205 4.32 0.840
207 4.32 0.848
209 4.32 0.857
211 4.32 0.865
213 4.32 0.873
215 4.32 0.882
217 4.32 0.890
219 4.32 0.898
221 4.32 0.907
223 4.32 0.915
225 4.32 0.923
227 4.32 0.932
229 4.32 0.940
231 4.32 0.948
233 4.32 0.957
235 4.32 0.965
237 4.32 0.973
239 4.32 0.982
241 4.32 0.990
243 4.32 0.998
245 4.32 1.007
247 4.32 1.015
249 4.32 1.023
25 14.72 0.181
251 4.32 1.032
253 4.32 1.040
255 4.32 1.048
257 4.32 1.056
259 4.32 1.065
261 4.32 1.073
263 4.32 1.081
265 4.32 1.090
267 4.32 1.098
269 4.32 1.106
271 4.32 1.115
273 4.32 1.123
276 4.32 1.131
278 4.32 1.140
280 4.32 1.148
282 4.32 1.156
284 4.32 1.165
286 4.32 1.173
288 4.32 1.181
290 4.32 1.190
292 4.32 1.198
294 4.32 1.206
296 4.32 1.215
298 4.32 1.223
30 4.32 0.216
300 4.32 1.231
302 4.32 1.240
304 4.32 1.248
306 4.32 1.256
308 4.32 1.264
310 4.32 1.273
312 4.32 1.281
314 4.32 1.289
316 4.32 1.298
318 4.32 1.306
320 4.32 1.314
322 4.32 1.323
324 4.32 1.331
326 4.32 1.339
328 4.32 1.348
33 4.32 0.224
330 4.32 1.356
332 4.32 1.364
334 4.32 1.373
336 4.32 1.381
338 4.32 1.389
340 4.32 1.398
342 4.32 1.406
344 4.32 1.414
346 4.32 1.423
348 4.32 1.431
350 4.32 1.439
352 4.32 1.448
354 4.32 1.456
356 4.32 1.464
358 4.32 1.472
36 4.32 0.233
360 4.32 1.481
362 4.32 1.489
364 4.32 1.497
366 4.32 1.506
368 4.32 1.514
370 4.32 1.522
372 4.32 1.531
374 4.32 1.539
376 4.32 1.547
378 4.32 1.556
380 4.32 1.564
382 4.32 1.572
384 4.32 1.581
386 4.32 1.589
388 4.32 1.597
390 4.32 1.606
392 4.32 1.614
394 4.32 1.622
396 4.32 1.631
398 4.32 1.639
40 4.32 0.241
400 4.32 1.647
402 4.32 1.656
404 4.32 1.664
406 4.32 1.672
408 4.32 1.680
410 4.32 1.689
412 4.32 1.697
414 4.32 1.705
416 4.32 1.714
418 4.32 1.722
420 4.32 1.730
422 4.32 1.739
424 4.32 1.747
426 4.32 1.755
428 4.32 1.764
430 4.32 1.772
432 4.32 1.780
434 4.32 1.789
436 4.32 1.797
438 4.32 1.805
44 4.32 0.249
440 4.32 1.814
442 4.32 1.822
444 4.32 1.830
446 4.32 1.839
448 4.32 1.847
450 4.32 1.855
452 4.32 1.864
454 4.32 1.872
456 4.32 1.880
458 4.32 1.888
460 4.32 1.897
462 4.32 1.905
465 4.32 1.913
467 4.32 1.922
469 4.32 1.930
47 4.32 0.258
471 4.32 1.938
473 4.32 1.947
475 4.32 1.955
477 4.32 1.963
479 4.32 1.972
481 4.32 1.980
483 4.32 1.988
485 4.32 1.997
487 4.32 2.005
490 4.32 2.022
492 4.32 2.030
497 4.32 2.063
50 4.32 0.266
517 36.64 2.205
525 3.68 2.305
53 4.32 0.274
539 11.68 2.344
543 12.64 2.376
546 4.32 2.393
549 4.32 2.410
551 4.32 2.418
554 4.32 2.426
556 4.32 2.435
559 4.32 2.443
