Extraction RTT par séquence flux 1 ...
56 4.32 0.283
561 4.32 2.451
563 4.32 2.460
565 4.32 2.468
567 4.32 2.476
569 4.32 2.485
576 4.32 2.501
581 4.32 2.518
583 4.32 2.526
585 4.32 2.535
588 4.32 2.551
59 4.32 0.291
590 12.64 2.560
592 12.64 2.576
594 4.32 2.593
599 4.32 2.609
601 4.32 2.618
604 4.32 2.626
606 4.32 2.634
609 4.32 2.643
611 4.32 2.651
613 4.32 2.659
615 4.32 2.668
62 4.32 0.299
620 4.32 2.684
626 4.32 2.701
632 4.32 2.718
634 4.32 2.726
636 4.32 2.734
638 4.32 2.743
641 4.32 2.759
643 4.32 2.768
645 4.32 2.784
647 12.64 2.792
652 4.32 2.826
656 4.32 2.842
658 4.32 2.851
662 4.32 2.859
664 4.32 2.867
667 4.32 2.876
672 4.32 2.892
674 4.32 2.901
679 4.32 2.917
684 4.32 2.934
690 4.32 2.951
692 4.32 2.959
694 4.32 2.967
698 4.32 2.984
700 4.32 2.992
704 4.32 3.017
706 4.32 3.025
710 4.32 3.042
712 4.32 3.050
714 4.32 3.059
716 4.32 3.067
719 4.32 3.075
721 4.32 3.084
723 4.32 3.092
725 4.32 3.100
73 4.32 0.324
730 4.32 3.117
733 4.32 3.125
735 4.32 3.134
740 4.32 3.150
742 4.32 3.159
744 4.32 3.167
746 4.32 3.175
748 4.32 3.184
75 4.32 0.333
750 4.32 3.192
752 4.32 3.200
754 4.32 3.208
756 4.32 3.217
758 4.32 3.225
760 4.32 3.233
762 4.32 3.242
764 4.32 3.250
766 4.32 3.258
769 4.32 3.267
77 4.32 0.341
771 4.32 3.275
773 4.32 3.283
775 4.32 3.292
777 4.32 3.300
779 4.32 3.308
781 4.32 3.317
783 4.32 3.325
785 4.32 3.333
787 4.32 3.342
789 4.32 3.350
791 4.32 3.358
793 4.32 3.367
795 4.32 3.375
797 4.32 3.383
799 4.32 3.392
80 4.32 0.358
801 4.32 3.400
804 4.32 3.408
806 4.32 3.416
808 4.32 3.425
810 4.32 3.433
812 4.32 3.441
814 4.32 3.450
816 4.32 3.458
818 4.32 3.466
82 12.64 0.366
820 4.32 3.475
822 4.32 3.483
824 4.32 3.491
826 4.32 3.500
828 4.32 3.508
830 4.32 3.516
832 4.32 3.525
834 4.32 3.533
836 4.32 3.541
838 4.32 3.550
84 12.64 0.383
840 4.32 3.558
844 4.32 3.566
846 4.32 3.575
848 4.32 3.583
850 4.32 3.591
852 4.32 3.600
854 4.32 3.608
856 4.32 3.616
858 4.32 3.624
86 12.64 0.399
860 4.32 3.633
862 4.32 3.641
864 4.32 3.649
866 4.32 3.658
869 4.32 3.674
871 4.32 3.683
874 4.32 3.699
877 4.32 3.716
89 4.32 0.416
897 36.64 3.857
905 3.68 3.958
919 11.68 3.997
923 12.64 4.029
925 4.32 4.046
928 4.32 4.063
93 4.32 0.432
930 4.32 4.071
933 4.32 4.079
935 4.32 4.088
938 4.32 4.096
940 4.32 4.104
942 4.32 4.112
944 4.32 4.121
947 4.32 4.129
949 4.32 4.137
95 4.32 0.441
955 4.32 4.154
960 4.32 4.171
962 4.32 4.179
964 4.32 4.187
967 4.32 4.204
970 12.64 4.212
972 12.64 4.229
974 4.32 4.246
978 4.32 4.262
98 4.32 0.449
980 4.32 4.271
983 4.32 4.279
985 4.32 4.287
988 4.32 4.296
990 4.32 4.304
992 4.32 4.312
994 4.32 4.320
